,Baetis fuscatus,Limnodrilus gotoi,Hydropsyche kozhantschikovi,Teloganopsis punctisetae,Ephemera orientalis,pH,Conductivity,DO,BOD,COD,SS,TN,TP
observation3789,1,0,1,1,0,6.95,389.5,6.9,1.05,4.7,5.3,4.4625,0.205
observation3790,1,1,1,1,0,7.5,198.5,9.9,1.3,2.75,2.95,3.2995,0.1095
observation3791,1,0,1,1,0,8,294,10.1,1.55,4.7,3.2,3.9685,0.2805
observation3792,1,0,1,1,1,8.15,219,5.65,0.9,2.95,1.85,2.6755,0.1205
observation3793,1,1,0,0,1,8.5,120,12.2,0.6,2.45,2.2,2.0465,0.022
observation3794,0,1,0,0,0,8.2,142.5,9.65,0.5,2.05,1.1,1.2395,0.025
observation3795,1,0,1,1,1,8.1,149.5,10.4,0.9,2.05,1,1.275,0.011
observation3796,0,0,0,0,0,7.9,227.5,6.5,0.65,2.45,3.35,1.098,0.0185
observation3797,1,1,1,0,0,8.3,157,10.55,1.5,2.05,2.65,1.997,0.02
observation3798,1,1,1,0,1,8.55,149,9.7,1.15,1.75,1.45,0.914,0.0175
observation3799,1,1,0,1,1,8.1,155,10,0.5,2.2,2.2,0.931,0.017
observation3800,1,1,1,0,1,8.7,142.5,11.65,0.65,2.75,0.8,1.089,0.0185
observation3801,1,0,0,0,0,7.9,127.5,10.75,0.9,3.85,7.8,1.679,0.0335
observation3802,0,1,1,0,1,7.6,134.5,8.9,1.15,1.6,4.8,2.088,0.047
observation3803,0,0,0,0,1,8.6,196,11.05,0.9,2.65,3.6,1.4315,0.0135
observation3804,1,0,0,1,1,8.65,169,9.95,0.55,2.35,3.6,1.587,0.0125
observation3805,1,0,1,0,1,9.4,192,10.3,0.7,2.2,1.9,0.7385,0.0195
observation3806,1,0,1,1,1,8.75,182.5,9.05,0.85,3.1,1.15,1.558,0.028
observation3807,1,1,1,1,1,8,128,10.6,0.65,2.2,1.6,2.155,0.018
observation3808,0,0,0,0,1,8.45,153.5,10.5,0.35,1.5,1.6,1,0.0235
observation3809,1,0,1,0,1,8.05,159.5,11.45,0.75,1.75,1.75,1.268,0.0085
observation3810,0,0,0,0,0,7.95,227.5,8.55,0.75,2.6,2.75,1.136,0.02
observation3811,0,1,1,0,1,8.65,163,11.3,1.25,2.45,2.4,1.711,0.018
observation3812,1,1,1,1,0,8.7,149.5,10.2,1.4,2.35,1.2,0.8965,0.0135
observation3813,1,0,1,0,1,8.25,163.5,10.5,0.6,2.6,3.2,0.8,0.0205
observation3814,0,1,1,0,0,8.2,153.5,10.05,0.7,2.65,0.8,1.0385,0.022
observation3815,1,0,0,0,0,8.2,125.5,11.3,1.15,4.55,14.1,1.7775,0.051
observation3816,0,1,0,1,1,7.9,143,9.8,0.85,3.4,4,1.6095,0.0365
observation3817,0,0,0,0,0,8.6,213.5,10.9,0.8,2.65,4.4,1.734,0.013
observation3818,0,0,0,0,0,9.25,176.5,11.95,0.85,2.8,3.2,1.7045,0.017
observation3819,1,0,1,1,0,8.25,122.5,11.3,0.35,4.1,4,0.9555,0.0165
observation3820,1,0,1,1,0,7.8,288.5,8.65,0.45,1.5,1.8,0.625,0.018
observation3821,1,0,1,1,0,8.5,119.5,10.5,0.8,4,5.8,1.137,0.024
observation3822,1,0,0,1,0,8.3,157,11.4,0.65,3.1,1.55,3.334,0.043
observation3823,0,0,0,0,0,7.85,449.5,8.25,0.75,3.65,5.5,3.085,0.066
observation3824,0,0,1,0,0,8.2,337,9.65,0.85,2.45,0.55,2.064,0.038
observation3825,1,1,1,1,0,7.7,256,10.15,0.6,2.5,1.45,3.405,0.064
observation3826,1,0,1,1,0,8.05,256,8.25,0.45,2.95,2.55,2.685,0.0485
observation3827,1,0,1,1,0,8.3,318.5,9.15,0.95,3.1,0.4,3.4645,0.0395
observation3828,1,0,1,1,0,8.4,406.5,6.05,0.65,2.75,0.8,1.5705,0.1015
observation3829,1,0,1,0,0,8.25,284,9.15,1.05,2.8,1.2,2.787,0.0575
observation3830,1,0,1,1,0,7.6,274.5,6.85,0.6,2.35,0.8,2.4545,0.053
observation3831,1,0,0,0,0,7.6,241,9.6,0.5,2.6,3.5,1.9335,0.03
observation3832,1,0,1,1,0,8.15,275.5,8.65,0.55,3.3,1.9,2.4555,0.097
observation3833,1,0,1,1,0,7.8,243.5,9,0.2,3.25,3.7,2.3455,0.053
observation3834,1,0,1,1,0,8.1,312,9.25,0.45,2.4,1.3,2.005,0.071
observation3835,1,0,1,1,0,8.15,282,12.15,1.5,3.4,2.5,2.387,0.036
observation3836,1,0,1,1,1,7.55,171.5,8.15,1,2.7,4.1,2.455,0.065
observation3837,0,0,0,0,0,7.5,362,7.5,0.9,3.5,13.8,3.102,0.087
observation3838,0,1,0,0,0,7.95,330,8.75,0.65,3.35,6.9,1.864,0.056
observation3839,0,0,0,0,0,7.65,258.5,9.35,0.9,2.75,4.5,3.336,0.0555
observation3840,1,0,0,0,1,7.85,287.5,7.05,0.95,4,2.95,2.861,0.0595
observation3841,1,0,0,0,0,7.7,348,9.65,1.25,4.3,4.05,4.1965,0.0255
observation3842,1,1,0,0,0,7.7,414,5.2,0.65,4.15,6.15,1.41,0.039
observation3843,0,1,0,0,1,7.55,350,8.6,1.7,4.55,4.25,3.369,0.066
observation3844,1,1,0,0,1,7.65,279.5,6.6,0.8,3.45,4.75,2.962,0.0645
observation3845,0,0,0,0,0,7.5,259,9.55,0.5,3.8,6.4,2.5455,0.0445
observation3846,0,0,0,0,0,7.7,353,6.15,1.15,4.2,4.8,2.4155,0.0585
observation3847,1,1,1,1,0,7.65,268.5,9,0.35,3.35,2.65,2.322,0.027
observation3848,0,0,0,0,0,7.85,304,7.25,0.7,3.2,9.25,2.53,0.0415
observation3849,0,0,0,0,1,8,331,11.15,1.75,4.4,3.7,2.3935,0.0535
observation3850,1,0,0,1,1,7.55,193.5,8.65,0.75,2.95,6.2,2.4845,0.0575
observation3851,0,0,0,0,0,8.5125,16877.5,12.2625,7.4125,6.1,22.275,2.13425,0.1545
observation3852,0,0,0,0,0,7.8875,22857.5,9.85,2.8375,4.8875,18.425,1.091125,0.08325
observation3853,1,0,0,0,0,8.111111111,19047,10.45555556,2.611111111,4.6,16.46666667,2.524333333,0.090888889
observation3854,0,0,0,0,0,7.8625,12932.125,10.1875,2.5875,4.3125,16.65,2.204875,0.092625
observation3855,0,0,1,0,0,7.6,21193.75,9.4375,2.15,4.275,12.425,1.859125,0.0505
observation3856,0,0,1,0,0,7.8625,26500,7.25,1.7875,4.5125,18.475,1.543,0.109
observation3857,0,0,0,0,0,7.8375,20512.5,8.675,2.4,4.5625,15.425,1.910625,0.06075
observation3858,0,1,0,0,0,7.725,21010.125,7.9875,1.55,4.9375,6.125,1.965625,0.074625
observation3859,0,1,0,0,0,7.9875,12256.25,10.7625,3.8125,4.5375,6.475,2.0785,0.0705
observation3860,0,1,0,0,0,7.725,15706.25,7.5125,1.5,4.4625,4.6375,1.97925,0.1295
observation3861,0,1,0,0,0,7.6125,6505.375,9.15,2.05,5.1875,8.35,2.652,0.091
observation3862,0,0,0,0,1,7.25,3629.375,7.3375,1.425,6.35,38.875,3.047,0.1615
observation3863,0,0,1,0,0,7.975,16813.75,9.6375,2.2875,5.5875,4.975,1.594875,0.06625
observation3864,0,0,0,0,0,7.675,21218.75,7.7375,1.4875,5.35,5.625,1.59725,0.1065
observation3865,0,1,0,0,0,8.0875,14913.75,9.2,1.6,5.3875,5.4625,2.405,0.076
observation3866,0,1,0,0,0,7.5875,9664,7.9625,0.9,5.45,8.675,2.41125,0.091
observation3867,0,0,0,0,0,8.1,24450,9.4625,1.625,5.8,3.55,1.01575,0.05825
observation3868,0,0,0,0,0,7.325,9575.25,7.3625,1.425,4.65,8.5125,2.2465,0.09975
observation3869,0,0,0,0,0,7.8,22385,9.3875,1.8375,4.85,5.4375,1.25975,0.046
observation3870,0,1,0,0,0,7.6625,16928.25,8.4125,1.1375,3.6375,6.875,1.395625,0.053
observation3871,0,0,0,0,0,7.875,21366.25,9.425,1.5,3.6,5.175,1.43175,0.04875
observation3872,0,1,0,0,0,7.5125,15443.75,8.2875,1.3,3.3,5.075,1.746875,0.0755
observation3873,1,0,1,0,0,8,291.5,10.4,0.95,3.9,3.75,2.977,0.043
observation3874,1,0,0,0,0,7.6,330.5,6.85,0.5,3.55,16.9,1.8455,0.128
observation3875,1,0,0,0,0,7.6,275.5,9.7,0.85,2.4,2.6,2.901,0.0595
observation3876,1,1,0,0,1,7.9,249.5,9.8,0.5,2.35,1.95,2.2685,0.069
observation3877,0,1,1,0,0,7.9,569,15.05,3.2,6.5,3.7,3.841,0.1475
observation3878,0,0,0,0,0,7.7,444,8.75,1.1,5.1,6.25,4.1655,0.1505
observation3879,1,1,0,0,0,8.2,554,14.4,1.1,4.85,1.85,2.5695,0.159
observation3880,1,1,0,0,0,8.05,398,6.75,1.95,3.8,5,3.368,0.129
observation3881,0,1,1,0,0,7.3,307.5,7.95,1.6,5,4.25,1.731,0.045
observation3882,0,0,1,1,0,8.35,693.5,9.85,2.2,7.5,7.65,2.376,0.1645
observation3883,0,0,0,0,0,8,343.5,9.7,1.65,4.7,6.35,2.0375,0.0755
observation3884,1,0,1,1,0,7.65,342.5,7.7,1.6,4.4,5.4,1.8755,0.0765
observation3885,1,0,1,0,0,8.05,459.5,11.9,1.7,5.45,8.15,2.2465,0.1325
observation3886,0,0,1,1,0,8.35,964.5,6.6,1.1,6.85,2.45,5.0165,0.505
observation3887,1,0,1,0,0,8,393,9.75,1.25,3.8,3.15,2.767,0.1275
observation3888,1,0,1,1,0,7.9,448,9.15,1.35,3.95,1.6,2.6795,0.093
observation3889,1,0,0,0,0,7.8,256,10.6,1.35,3.9,4.05,1.381,0.0335
observation3890,1,0,1,0,1,8.6,256,8.55,0.45,3.75,2.65,1.522,0.0615
observation3891,1,0,0,1,0,8.2,206.5,9.95,1.1,3.3,3.6,1.371,0.0145
observation3892,0,1,0,0,1,8.4,349,9.2,3.3,6.7,5.9,3.485,0.138
observation3893,0,1,0,0,1,8.4,793.5,11.1,1.55,5.45,2.65,2.751,0.1795
observation3894,0,1,0,0,1,7.5,271,8.6,0.85,2.1,4.75,1.628,0.022
observation3895,1,0,0,0,0,7.75,315.5,8.15,2.85,6.35,6.2,1.893,0.0525
observation3896,1,0,1,1,0,8.5,333.5,10.6,2.5,5.95,9.1,1.095,0.068
observation3897,0,0,0,0,0,7.8,343,9.45,1.6,4.85,7.85,2.1035,0.0805
observation3898,0,0,0,0,0,7.6,447.5,7.85,2.1,5.85,4.8,2.6885,0.1235
observation3899,1,0,1,0,1,8.15,581.5,11.35,2.65,6.45,6.5,2.7735,0.175
observation3900,0,0,1,1,0,8.05,836.5,6.2,2.85,8.35,9,3.8625,0.309
observation3901,1,1,1,0,0,7.85,408,9.15,2.3,6.35,6.8,3.176,0.1505
observation3902,1,0,1,1,0,7.6,508.5,7.9,1.1,4.45,2.55,3.201,0.1425
observation3903,1,0,0,0,0,7.35,355,8.05,2.2,6.4,7.2,2.7605,0.12
observation3904,1,0,1,1,1,8.05,423,7.1,1.25,5.05,5.85,2.3905,0.1645
observation3905,1,0,0,1,1,7.45,397,7.15,2,6.55,3.95,3.606,0.2045
observation3906,0,1,0,0,0,8.2,417,9.25,4,7.25,13,2.58,0.1555
observation3907,1,1,0,0,1,8.2,795.5,10.4,3.65,7.35,3.3,4.0675,0.3665
observation3908,1,0,0,0,1,7.45,442.5,8.4,2.65,5.4,3.4,2.4675,0.1515
observation3909,0,0,0,0,0,8.95,670.5,14.35,5.6,9.15,17.4,2.7795,0.1165
observation3910,1,1,0,1,1,7.7,602.5,8.45,1.7,6.55,8.6,1.346,0.0545
observation3911,0,0,0,0,0,7.95,402.5,12.75,2.1,5.55,13.7,2.4025,0.0965
observation3912,1,0,0,0,0,7.45,672,13.15,3,5.35,15.3,1.815,0.068
observation3913,0,0,0,0,0,8.55,568.5,10.45,4,6.6,10.1,1.196,0.0715
observation3914,0,1,0,0,0,8,612,9.6,4.65,8.75,10,1.354,0.0845
observation3915,0,0,1,0,0,7.8,527,9.35,3.3,9.05,39.85,2.238,0.168
observation3916,1,1,0,0,0,8.3,374.6666667,9.566666667,3.4,6.033333333,13.06666667,1.402333333,0.045333333
observation3917,0,0,0,0,0,8.05,592.5,9.9,3.25,3.05,13.25,2.404,0.084
observation3918,0,0,0,0,0,9.2,1038.5,13.6,4,7.4,14.5,0.8175,0.069
observation3919,1,1,0,0,0,8,1204,11.05,2.6,6.05,10,1.7545,0.058
observation3920,0,1,0,0,0,7.25,295,7.75,1.65,6.85,24.95,1.77,0.0995
observation3921,0,0,0,0,0,7.3,4428,7.95,1.9,6.4,26.2,1.04,0.045
observation3922,0,0,0,0,0,7.45,1610,7.7,1.55,5.2,8.3,0.739,0.058
observation3923,0,0,0,0,0,8.55,530,10.4,2.6,6.3,9.5,1.358,0.0245
observation3924,0,0,0,0,0,7.5,389,8.35,1.55,7.25,9.6,1.6595,0.044
observation3925,0,0,0,0,0,8.55,590.5,10.3,2,7.3,5.7,1.1325,0.028
observation3926,0,1,0,0,0,8.15,228.5,9.3,2.25,7.6,20.15,1.353,0.0635
observation3927,0,0,0,0,0,8.65,719,10.65,2.3,6.25,6.8,1.6995,0.028
observation3928,0,0,0,0,1,7.35,393.5,8.15,1.55,4.9,7,0.772,0.0335
observation3929,0,0,0,0,1,7.7,577.5,10.75,1.45,5.25,6.4,1.6525,0.025
observation3930,0,0,0,0,0,7.4,263,9.7,1.95,5.65,13.7,1.785,0.053
observation3931,1,1,1,0,0,8.55,262,10.25,2.35,4.9,13,3.2485,0.125
observation3932,1,0,1,1,1,7.65,199,8.6,1.85,4.2,6.35,3.2255,0.1015
observation3933,1,0,1,1,0,9.55,173.5,17.7,2.6,4,6.05,3.985,0.123
observation3934,1,0,1,1,1,7.7,172.5,10,2.15,3.6,2.7,2.9685,0.0625
observation3935,1,0,1,0,0,8.15,167.5,12.7,2.05,3.7,5.3,2.7815,0.071
observation3936,1,0,1,1,0,8.55,235.5,13,2.4,4.6,13.35,1.9865,0.103
observation3937,1,0,1,0,0,8.25,427.5,11.1,1.5,4.95,6.95,4.072,0.073
observation3938,1,1,0,0,0,8.35,188.5,10.5,2.6,3.4,8.55,3.1045,0.06
observation3939,0,0,1,1,0,8.2,205,11.65,1.85,4.1,13.3,3.014,0.087
observation3940,0,1,0,0,1,8.95,196,12.3,1.6,4.5,12.1,2.518,0.069
observation3941,1,0,1,1,1,7.3,141,9.3,1.7,3.3,10.05,2.7385,0.0485
observation3942,0,1,0,0,1,8.55,359,10.05,1.5,5.1,7.4,2.806,0.0635
observation3943,0,1,0,0,0,7.6,174.5,8.6,0.7,2.9,3.8,2.406,0.0555
observation3944,0,0,0,0,0,7.1,18965,5.9,4.25,6.3,18.8,6.2975,0.3835
observation3945,0,1,0,0,0,6.8,31215,6.45,1.6,5.45,21.1,5.324,0.3475
observation3946,0,1,0,0,0,7.1,24310,6.9,2.95,5.3,16,5.3115,0.4265
observation3947,0,0,0,0,0,7.25,33345,7.9,2.25,4.3,17.4,4.713,0.4455
observation3948,0,0,0,0,0,7.1,37780,6.9,2,5.15,16.8,4.033,0.4045
observation3949,0,1,0,0,0,7.6,34030,6.3,2.25,5.3,16.3,3.8685,0.435
observation3950,0,0,0,0,0,7.9,12210,7.65,2.3,4.75,23.8,4.5895,0.2955
observation3951,0,0,0,0,0,6.95,21025,7.2,3.15,6.55,18.2,4.885,0.289
observation3952,0,0,0,0,0,7.15,30550,6.2,1,4.35,2.2,4.3,0.298
observation3953,0,1,0,1,1,7.3,25705,4.05,1.1,4.8,2.4,3.9795,0.284
observation3954,0,0,0,0,0,7.05,31850,6.75,2.2,5.85,2.7,5.2915,0.359
observation3955,0,0,0,0,0,7.15,13351,6.4,1.85,7.2,36.85,3.7715,0.2945
observation3956,0,0,0,0,0,7,29750,5.65,2.25,5.75,2.6,5.195,0.368
observation3957,0,0,0,0,0,7,27500,6.3,1.3,6.1,2.6,5.0165,0.382
observation3958,0,0,0,0,0,7.2,31950,6.25,2.3,6.05,3.5,4.5105,0.294
observation3959,0,0,0,0,0,7.2,25255,5.75,1.3,6.65,15,3.537,0.2275
observation3960,0,0,0,0,0,7.45,37350,8.35,3.2,6.1,5.5,3.5805,0.249
observation3961,0,0,0,0,0,6.85,28250,5.8,1.5,4.95,3.1,3.6485,0.2405
observation3962,0,0,0,0,0,7.75,33100,12.15,3,6.1,6.65,4.13,0.243
observation3963,0,0,0,0,0,7,20440,7.4,1.85,4.6,8.6,3.131,0.135
observation3964,0,1,0,0,0,7.55,46262,2.7,4.15,3.6,6.65,1.9345,0.181
observation3965,0,1,0,0,0,8.15,110.5,9.75,0.5,2.5,1.9,1.121,0.02
observation3966,1,0,1,1,0,9.1,115,8.7,0.45,2.3,0.7,0.644,0.0115
observation3967,1,0,0,0,0,8.1,85,10.05,0.4,2.25,2.8,1.126,0.023
observation3968,1,0,0,1,0,7.8,107.5,8.7,0.5,2.4,1.7,1.106,0.0115
observation3969,1,0,1,1,0,8,108.5,9.75,0.7,2.8,0.2,1.0085,0.0065
observation3970,1,0,0,1,1,8.1,134,10.05,0.7,2.2,2,1.006,0.019
observation3971,1,0,1,1,1,8.8,105,11.5,0.65,2.3,7.5,1.313,0.0195
observation3972,1,0,1,1,0,8.5,180.5,8.45,0.7,2.8,1.9,0.8725,0.015
observation3973,1,0,0,1,0,7.75,118.5,9.85,0.55,2.6,3.7,0.9475,0.012
observation3974,1,0,1,1,0,7.75,279.5,11.35,0.95,2.8,1.1,1.29,0.025
observation3975,0,1,0,0,1,7.85,99,8.9,1.35,3.2,2.7,0.978,0.0185
observation3976,1,0,0,0,1,7.85,120,10.45,0.45,2.4,1.9,1.6075,0.0165
observation3977,0,0,1,1,0,7.85,123,9.8,0.4,3.2,1.1,1.067,0.014
observation3978,1,1,0,0,1,7.25,130.5,10.35,1,3.2,2.4,0.782,0.018
observation3979,0,0,0,0,0,7.55,100.5,10.25,0.5,2.7,6.1,1.338,0.009
observation3980,1,0,0,0,1,7.35,107.5,8.45,0.5,2.8,3.2,0.921,0.0095
observation3981,0,0,0,0,0,8.2,431,11,1.15,2.6,2.1,1.0065,0.011
observation3982,1,1,0,0,0,7.85,122,9.9,0.45,3.1,0.6,0.91,0.012
observation3983,0,1,0,0,0,8.35,134.5,10.25,0.9,3,1.9,0.9775,0.015
observation3984,0,0,0,1,0,8.3,110.5,9.6,0.45,2.55,4,0.805,0.016
observation3985,0,0,0,0,0,8.15,117,10,0.35,2.75,2.8,1.282,0.043
observation3986,0,0,0,0,0,7.95,111.5,10.7,0.3,2.2,0.7,0.9235,0.0185
observation3987,0,0,0,0,0,7.85,236,9.9,1.4,2.8,5.6,0.766,0.017
observation3988,0,0,0,0,0,6.9,216.5,8.8,1.65,3.5,2.6,1.301,0.0225
observation3989,0,1,0,0,0,8.05,196,10.6,1.6,4.4,6.8,1.2985,0.027
observation3990,0,0,0,0,0,7.95,171.5,8.45,0.85,5.15,8,1.2475,0.042
observation3991,1,1,0,0,1,8.65,180,9.75,0.8,2.5,2,2.733,0.0085
observation3992,1,1,0,0,1,8.45,188,8.9,0.75,2.3,0.6,2.2575,0.0065
observation3993,1,1,0,1,1,8.2,133,10.85,0.5,1.95,2.4,2.525,0.016
observation3994,1,1,1,1,1,7.9,168,8.75,0.85,3.4,2.1,2.905,0.0195
observation3995,1,1,1,1,1,8.1,167.5,10.5,0.55,2,1.8,2.137,0.01
observation3996,1,1,1,1,1,8.3,196.5,9.75,0.55,1.6,0.7,2.8175,0.018
observation3997,0,1,1,1,1,8.65,169.5,10.1,0.85,2.1,7.6,2.799,0.0175
observation3998,0,0,0,1,1,8.05,156,9.35,1,3.1,1.9,2.15,0.0135
observation3999,0,0,0,0,1,8.05,142.5,10.05,0.55,2.9,2.8,1.717,0.014
observation4000,0,0,0,1,0,7.9,212.5,9.8,0.65,2.4,1.4,1.6545,0.014
observation4001,0,1,0,0,1,8.1,127,9.25,1.5,3.6,5.2,1.687,0.0075
observation4002,0,1,0,0,1,7.9,150.5,10.25,0.75,2.7,1.1,2.3805,0.0225
observation4003,1,1,0,0,1,8.05,186.5,10.55,0.6,2.9,2.5,1.6595,0.0135
observation4004,0,0,0,0,1,7.1,185.5,10.2,1.3,3.1,2,2.1875,0.0155
observation4005,0,1,0,0,1,7.3,157,10.5,0.35,3.3,3.4,2.294,0.009
observation4006,0,1,0,0,0,6.75,171.5,8.15,0.5,2.5,1.8,2.078,0.0115
observation4007,0,1,0,0,0,8.3,461,12.2,0.95,3.4,1.1,1.9295,0.014
observation4008,0,0,0,0,0,8.35,184.5,9.05,0.5,2.65,0.4,2.2145,0.0135
observation4009,0,1,0,0,0,8.1,153,10.7,0.8,2.4,4,1.7725,0.0145
observation4010,0,0,0,0,1,8.35,144.5,8.9,0.75,3.8,2.3,1.8135,0.0225
observation4011,0,1,0,1,0,8.1,380,9.9,0.65,2.85,0.9,1.961,0.049
observation4012,0,1,0,1,1,7.9,163,8.8,0.25,2.2,2.3,1.8135,0.0205
observation4013,1,0,0,1,0,7.7,608.5,9.3,1.25,3.7,1.2,2.9165,0.067
observation4014,1,1,1,1,1,7.7,455,10.55,1.2,4.9,13.15,2.909,0.0615
observation4015,1,1,0,1,0,8.05,313,7.75,1.05,2.1,3.05,2.083,0.046
observation4016,1,1,0,0,1,7.95,577,7.5,1.8,3.5,2,2.41,0.0585
observation4017,1,1,0,1,0,7.2,454,10.95,1.1,2.1,3,2.915,0.0665
observation4018,1,1,1,1,0,7.7,401,7.25,1.7,4.15,8.15,1.7025,0.1175
observation4019,1,1,1,1,0,7.6,260.5,8.95,1.5,3.9,4.55,2.1165,0.0465
observation4020,1,1,1,0,0,7.6,462.5,8.45,0.55,3.05,1.45,2.954,0.031
observation4021,1,0,1,1,0,7.75,248,10.25,2.45,3.55,7.3,2.7195,0.0565
observation4022,1,0,1,1,0,7.85,342.5,10.85,1,3.3,2,1.7615,0.0305
observation4023,1,0,0,1,0,8.1,238.5,10.7,1.6,3.25,0.3,1.8765,0.035
observation4024,1,1,1,1,0,7.45,285,9.3,1.15,10.25,5,1.4545,0.0515
observation4025,0,1,0,0,0,8.25,489,11.65,1.6,2.7,3.6,1.9895,0.036
observation4026,1,0,1,1,0,7.8,246.5,8.15,1.45,2.35,9.4,1.6965,0.0275
observation4027,1,0,0,1,1,9.15,163.5,13.95,0.55,2,2.5,1.702,0.0155
observation4028,1,0,0,0,1,8.8,196,8.15,0.5,1.4,1.3,1.926,0.018
observation4029,1,1,0,1,1,8.15,152,9,0.65,2.5,15.8,1.9575,0.033
observation4030,1,1,1,1,1,7.75,178,8.9,0.6,1.5,1.3,1.626,0.0215
observation4031,0,0,0,0,0,7.95,192.5,9.15,0.7,2.6,1.5,1.9615,0.0185
observation4032,0,1,1,1,1,8.05,184,10,0.5,1.5,0.8,2.0845,0.035
observation4033,0,0,1,0,1,8.15,202.5,10.2,0.7,2.2,3.6,2.4185,0.0215
observation4034,1,1,1,1,0,7.75,189,8.05,0.85,1.9,2.1,1.8435,0.035
observation4035,1,0,0,0,0,7.9,188,9.3,0.65,2.2,1.6,1.564,0.0265
observation4036,1,0,1,1,0,7.6,192.5,10.15,1.1,3,2.3,1.69,0.0315
observation4037,1,1,0,0,0,8.05,132,10.7,0.9,3.1,8,1.7775,0.0465
observation4038,1,0,1,1,0,7.95,179.5,8.65,0.65,2.7,16.7,1.9385,0.0535
observation4039,0,0,0,0,0,9.15,163.5,14.3,0.75,1.8,1.7,0.8385,0.01
observation4040,0,0,0,0,0,9.3,234.5,16.2,0.7,3.3,2,2.194,0.0215
observation4041,0,0,0,0,0,7.55,109.5,76.4,1,3.4,4.7,2.3855,0.023
observation4042,1,1,1,1,1,7,189.5,9.7,1,3.5,0.7,2.0315,0.0305
observation4043,0,0,0,1,0,7.6,196.5,10.35,0.85,2.9,0.8,1.8495,0.014
observation4044,1,0,1,1,0,7.4,137,8.7,0.45,2.5,0.5,1.936,0.038
observation4045,1,1,1,1,0,8.4,168.5,10.75,0.75,2.2,1.1,1.3735,0.0255
observation4046,1,0,1,1,0,7.85,125,9,0.3,1.9,1.5,1.6975,0.0425
observation4047,1,0,0,0,0,8.1,150.5,11.15,0.55,2.75,1.5,1.965,0.027
observation4048,1,0,1,1,0,8.45,192,9.9,0.35,1.6,0.8,2.085,0.0545
observation4049,1,0,0,1,1,8.95,149.5,12.9,1.9,4.65,5.3,1.881,0.0475
observation4050,1,1,1,1,1,9.05,186.5,12.4,2.25,3.55,3.85,1.153,0.0515
observation4051,0,0,0,0,0,8.55,132,11.75,2.2,3,3.55,2.911,0.038
observation4052,1,0,1,1,1,8.4,142.5,10.75,1.4,3.15,15.5,1.779,0.011
observation4053,1,0,1,1,1,8.1,149,12.45,4.6,4.25,4.4,2.2545,0.0645
observation4054,0,0,0,1,0,7.7,193,9.95,1.85,4.25,9.9,1.16,0.0465
observation4055,1,1,0,0,1,8.9,154,11.7,1.9,3.55,4.8,2.288,0.0235
observation4056,1,0,0,1,1,8.5,140,10.5,0.95,3.6,2.8,1.1925,0.0305
observation4057,1,1,1,1,0,7.9,100,10.6,1.2,2.4,4.2,2.1125,0.054
observation4058,0,1,0,0,0,8.35,152.5,10.6,2.2,3.05,2.5,1.0055,0.0395
observation4059,1,1,0,0,0,7.9,120,10.75,1.9,2.75,5,2.376,0.036
observation4060,1,0,0,1,1,8.35,128,8.95,0.8,2.25,0.8,2.3095,0.019
observation4061,1,0,1,1,1,8.2,176.5,12.4,1.85,4.55,6.35,1.151,0.0345
observation4062,1,0,0,0,0,8.45,142,9.5,1.35,2.85,4.05,1.3695,0.027
observation4063,1,1,0,1,1,8.85,320.5,10.35,1.65,3.85,4.4,2.365,0.042
observation4064,0,1,1,0,1,7.65,17690,8.4,1.6,3.1,11.6,1.387,0.0655
observation4065,0,1,0,0,1,7.7,141,12.15,0.75,2.45,2,3.245,0.042
observation4066,1,1,1,1,0,7.8,129.5,10.1,0.5,2,1.6,1.7735,0.049
observation4067,1,0,1,0,0,7.6,182,9.9,0.6,2.25,3.8,2.0885,0.0445
observation4068,0,1,0,0,0,8.4,253.5,10.1,0.5,1.95,2,2.2455,0.0755
observation4069,0,1,0,0,1,8.6,297,11.35,0.55,3.6,3,2.425,0.0455
observation4070,0,1,0,0,1,8.15,207,12.2,0.35,2.25,2,2.182,0.0655
observation4071,0,0,0,0,1,8,138.5,10.55,0.8,3,5.4,2.6485,0.065
observation4072,0,1,0,0,0,8.05,270.5,9.85,0.8,2.8,2.8,2.0265,0.0845
observation4073,0,0,0,0,1,7.25,157,11.45,0.75,3,5.4,2.952,0.0825
observation4074,0,0,0,0,1,7.65,136,8.9,0.7,2.45,4.4,3.004,0.068
observation4075,1,1,1,0,0,8.35,217,11.55,1,3.1,2.6,2.5955,0.0735
observation4076,0,1,0,0,0,7.6,193,9.05,0.25,2.45,3.2,2.4645,0.08
observation4077,0,0,0,0,0,7.7,153.5,11.35,0.45,2.5,8.6,2.7415,0.069
observation4078,0,0,0,0,1,7.35,142.5,10.2,0.6,2.75,3.4,2.4475,0.0785
observation4079,1,0,0,0,0,7.7,156,10.4,0.55,2.9,3.4,3.806,0.1015
observation4080,0,0,0,0,0,7.55,147.5,9.55,0.45,2.55,2.15,3.1735,0.084
observation4081,0,1,0,0,0,7.85,175,11.85,1.05,2.95,4.6,2.656,0.085
observation4082,0,0,0,0,0,7.7,167,10.95,0.4,2.25,0.4,2.382,0.0435
observation4083,1,0,1,0,0,8.05,172,10.4,0.95,3.35,6.6,4.569,0.08
observation4084,0,1,0,0,0,7.5,159.5,9.25,0.7,2.65,2.8,1.83,0.058
